Player,replication,avg_num_rounds,variance_rounds,sum_profits,mean_day_profits,variance_profits
Moderate_Risk:Martingale,151,39.767,1276.392,-770,-25.667,29953.678
Moderate_Risk:Martingale,152,42.167,960.489,-372,-12.4,40359.076
Moderate_Risk:Martingale,153,53.833,1625.04,963,32.1,43796.438
Moderate_Risk:Martingale,154,40.067,769.375,-2156,-71.867,11499.361
Moderate_Risk:Martingale,155,53.567,1227.84,-31,-1.033,32296.171
Moderate_Risk:Martingale,156,55.7,1108.976,-1159,-38.633,18649.826
Moderate_Risk:Martingale,157,47.9,1435.266,528,17.6,35310.248
Moderate_Risk:Martingale,158,61.867,1325.223,1327,44.233,39700.599
Moderate_Risk:Martingale,159,60.2,1406.441,2211,73.7,55240.838
Moderate_Risk:Martingale,160,59.4,1394.179,1761,58.7,56497.803
Moderate_Risk:Martingale,161,49.233,1337.702,382,12.733,40476.202
Moderate_Risk:Martingale,162,39.6,945.214,-2257,-75.233,5796.116
Moderate_Risk:Martingale,163,52.567,1201.771,71,2.367,34126.171
Moderate_Risk:Martingale,164,46.833,1241.454,-622,-20.733,33460.271
Moderate_Risk:Martingale,165,48.667,1244.851,37,1.233,35675.495
Moderate_Risk:Martingale,166,41.4,1100.869,-1011,-33.7,29817.39
Moderate_Risk:Martingale,167,49.8,1128.51,-1447,-48.233,17585.702
Moderate_Risk:Martingale,168,50.567,1481.013,1192,39.733,46035.306
Moderate_Risk:Martingale,169,41.133,694.878,-2641,-88.033,4296.033
Moderate_Risk:Martingale,170,55.1,1283.059,404,13.467,37673.844
Moderate_Risk:Martingale,171,57.0,1393.448,1420,47.333,51633.747
Moderate_Risk:Martingale,172,36.167,811.247,-2129,-70.967,12918.516
Moderate_Risk:Martingale,173,39.733,1214.34,-796,-26.533,31450.464
Moderate_Risk:Martingale,174,41.1,1397.61,-347,-11.567,33346.185
Moderate_Risk:Martingale,175,45.533,1308.051,-407,-13.567,38370.392
Moderate_Risk:Martingale,176,36.5,1037.362,-1591,-53.033,21136.654
Moderate_Risk:Martingale,177,38.467,1048.74,-1345,-44.833,20937.178
Moderate_Risk:Martingale,178,49.8,1326.303,-373,-12.433,43130.806
Moderate_Risk:Martingale,179,55.633,1288.93,228,7.6,32073.628
Moderate_Risk:Martingale,180,43.0,930.0,-1167,-38.9,37895.955
Moderate_Risk:Martingale,181,43.4,931.834,-1215,-40.5,25479.362
Moderate_Risk:Martingale,182,44.567,1232.737,-110,-3.667,45407.195
Moderate_Risk:Martingale,183,44.433,1117.082,-608,-20.267,33532.133
Moderate_Risk:Martingale,184,43.7,1150.631,-1649,-54.967,16249.137
Moderate_Risk:Martingale,185,46.667,1315.195,-548,-18.267,29474.478
Moderate_Risk:Martingale,186,45.233,1135.84,-591,-19.7,37740.907
Moderate_Risk:Martingale,187,40.967,1143.482,-709,-23.633,28904.171
Moderate_Risk:Martingale,188,52.733,1193.444,-8,-0.267,32382.616
Moderate_Risk:Martingale,189,43.733,1043.03,-1483,-49.433,24516.944
Moderate_Risk:Martingale,190,46.567,1225.84,-418,-13.933,30969.995
Moderate_Risk:Martingale,191,53.933,1133.651,-1269,-42.3,19354.148
